"","mos_since_start","mos_since_last_ck","exhaust_approx","n","cons_ub_adj","inc_adj","income_ub_adj","cons_adj","labor_broad_adj","inflow_paper_ck","mos_unemp","unemp","cons","cons_base_start_tmp","inc_base_start_tmp","cons_base_exhaust_tmp","inc_base_exhaust_tmp","cons_base_exhaust_immed_tmp","inc_base_exhaust_immed_tmp","labor_base_start_tmp","labor_base_exhaust_immed_tmp","d_cons_start","d_inc_start","d_cons_exhaust","d_inc_exhaust","d_cons_exhaust_immed","d_inc_exhaust_immed","labor_base_start","labor_base_exhaust_immed","d_cons_start_ex_wr"
"80",-21,-24,FALSE,4175,4340.64619421157,3423.29747564684,4665.04304423158,2554.11702449792,2787.40794981954,961.447781077844,4.10586826347305,0,3312.37784143609,NA,NA,NA,NA,NA,NA,NA,NA,-268.865863291554,-167.366424547835,NA,NA,NA,NA,-117.763635778438,NA,-268.865863291554
"81",-21,-24,TRUE,738,4057.60097329364,3137.02941310846,4160.2019567174,2428.8025444437,2362.66144623379,921.522108401084,4.05149051490515,0,3068.63041583568,NA,NA,NA,NA,NA,NA,NA,NA,-107.211636673238,-0.183022278621515,415.959709421036,770.859359767134,349.728987750568,661.546627487051,-103.570192413184,1705.802282035,-107.211636673238
"82",-21,-23,FALSE,6264,4499.18146944349,3516.27067539137,4727.34642351717,2612.80094779697,2876.5972527785,989.609237228608,3.1044061302682,0,3444.02755210022,NA,NA,NA,NA,NA,NA,NA,NA,-247.100454906931,-218.309191471741,NA,NA,NA,NA,-185.387403412209,NA,-247.100454906931
"83",-21,-22,FALSE,9747,4539.5547433057,3599.56401745561,4928.66730583911,2659.55267909641,2939.11516090483,1005.94870093362,2.1009541397353,0,3503.12735105393,NA,NA,NA,NA,NA,NA,NA,NA,-247.240643619261,-188.838558805485,NA,NA,NA,NA,-202.050327256757,NA,-247.240643619261
"84",-21,-21,FALSE,4291,4432.77478252394,3453.85310281159,4613.71119500929,2602.2625625347,2803.92149741943,972.885560475413,1.37660219063155,0,3407.47092285642,NA,NA,NA,NA,NA,NA,NA,NA,-172.703938068946,-87.3773125563583,NA,NA,NA,NA,-93.2164859543609,NA,-172.703938068946
"85",-21,-20,FALSE,494,4542.24506174542,3631.59220975966,4574.25745157636,2473.86085432628,2841.6819183875,1046.72400404858,2,0,3307.07804369024,NA,NA,NA,NA,NA,NA,NA,NA,-98.6053406026927,168.363343237722,NA,NA,NA,NA,257.120695223429,NA,-98.6053406026927
"86",-20,-27,TRUE,36,4524.50516289635,3776.00168082828,6185.23277008834,2155.5987710921,3219.9687749433,917.064555555555,8,0,3451.1679629858,NA,NA,NA,NA,NA,NA,NA,NA,-135.730531951468,-689.554078443095,-198.444419520239,777.450172838774,-124.887940674935,873.932491213961,-496.292667977731,1930.17500586288,-135.730531951468
"87",-20,-26,FALSE,47,4235.12423446323,3064.45567385003,3417.43055189089,2425.87547931757,2778.81121435213,500.582553191489,7,0,3296.77950408267,NA,NA,NA,NA,NA,NA,NA,NA,-541.424812103976,-579.429435839554,NA,NA,NA,NA,-100.263991776943,NA,-541.424812103976
"88",-20,-26,TRUE,4040,4693.87191287786,3664.76560294109,5092.39606368837,2623.08373600143,2992.49305008008,1004.41137524752,7,0,3523.28431487127,NA,NA,NA,NA,NA,NA,NA,NA,-332.558893948896,-177.072661887297,114.667187862573,672.443651581749,154.575502241053,642.473515934533,-149.384403431754,2047.57117806053,-332.558893948896
"89",-20,-25,FALSE,1315,4276.77458266076,3393.97177307346,4784.05694396388,2535.10001023891,2710.17080350489,948.707583269962,6,0,3316.74033808,NA,NA,NA,NA,NA,NA,NA,NA,-212.216911722355,-92.8032375564778,NA,NA,NA,NA,-122.114588900122,NA,-212.216911722355
"90",-20,-25,TRUE,3183,4555.4300697624,3592.12577224833,4984.45364408482,2699.91167119174,2983.88570775099,954.946589381087,6.03644360666038,0,3491.73077816681,NA,NA,NA,NA,NA,NA,NA,NA,-236.915472686593,-152.945241156247,165.993174027823,680.442857044839,212.437108403846,602.474590922779,-123.00013751819,2119.51453484033,-236.915472686593
"91",-20,-24,FALSE,2819,4332.49660061448,3400.58868502753,4561.38877086273,2599.91081842317,2805.0908743673,939.600764100745,5.01915572898191,0,3376.40770145225,NA,NA,NA,NA,NA,NA,NA,NA,-277.424659013999,-184.079402632454,NA,NA,NA,NA,-157.2692244205,NA,-277.424659013999
"92",-20,-24,TRUE,2128,4022.25850946734,3108.58985839299,4066.63046679627,2370.96084466606,2506.10297819893,884.032640037594,5.42293233082707,0,3012.71440626003,NA,NA,NA,NA,NA,NA,NA,NA,-340.346712016418,-239.270362547114,140.710847504655,612.019545763569,125.174603472412,532.4465468385,-147.581634179286,1756.88189713459,-340.346712016418
"93",-20,-23,FALSE,4826,4361.04075690754,3452.12098466008,4660.70435964755,2576.99803579183,2783.80495263013,959.598794446747,4.10692084542064,0,3332.58285904234,NA,NA,NA,NA,NA,NA,NA,NA,-267.930422169701,-141.206590497238,NA,NA,NA,NA,-125.571759600322,NA,-267.930422169701
"94",-20,-23,TRUE,835,3887.35181085403,3074.12935297756,4036.63709824397,2354.97379027712,2386.03732259402,871.065492215569,4.04550898203593,0,2950.50919534551,NA,NA,NA,NA,NA,NA,NA,NA,-266.196273745194,-69.2068618882005,315.060087597014,727.323061217784,268.94799025683,627.794929851106,-91.9225001011166,1744.56488523572,-266.196273745194
"95",-20,-22,FALSE,7105,4460.91278739512,3526.58721201041,4718.93431245189,2600.11768384139,2891.16199297315,958.356225756509,3.1027445460943,0,3430.13809682504,NA,NA,NA,NA,NA,NA,NA,NA,-267.423183121152,-182.442391331452,NA,NA,NA,NA,-136.148406373131,NA,-267.423183121152
"96",-20,-21,FALSE,10857,4554.99685430681,3602.32385364835,4961.08348633151,2653.86980025216,2953.7560968882,981.951143409781,2.10058027079304,0,3506.81419311279,NA,NA,NA,NA,NA,NA,NA,NA,-244.788503249229,-175.071037558319,NA,NA,NA,NA,-172.236515606598,NA,-244.788503249229
"97",-20,-20,FALSE,4649,4429.48754156112,3454.69967803636,4747.07068074426,2611.57982913304,2828.7196212521,967.733339212734,1.3721230372123,0,3442.64548101131,NA,NA,NA,NA,NA,NA,NA,NA,-142.925696468639,-80.7822966106285,NA,NA,NA,NA,-62.4510717050464,NA,-142.925696468639
"98",-20,-19,FALSE,524,4562.6256669916,3609.63065500738,4860.74410982629,2491.41663119082,2825.20905982698,1149.53469465649,2,0,3350.64000427929,NA,NA,NA,NA,NA,NA,NA,NA,-9.61446826741468,156.3064397165,NA,NA,NA,NA,264.714717378247,NA,-9.61446826741468
"99",-19,-26,TRUE,54,4698.14403941642,3965.25141636199,5053.75981551238,2486.9691309741,3151.52115974797,1028.35322222222,8,0,3502.1010208403,NA,NA,NA,NA,NA,NA,NA,NA,-144.253096765628,-302.047460150906,83.9945549573466,806.455744221704,-5.71649869852538,861.102783923844,-320.587682019348,1717.33213466031,-144.253096765628
"100",-19,-25,FALSE,53,4027.02316466417,3424.98631718033,4486.57937558393,2462.07255357518,2995.9792560605,677.877396226415,7,0,3210.7908389049,NA,NA,NA,NA,NA,NA,NA,NA,-565.824397704659,-171.150051806647,NA,NA,NA,NA,57.5654597378791,NA,-565.824397704659
"101",-19,-25,TRUE,4720,4736.39067607151,3695.19753718977,5198.616567014,2662.78555354692,3020.83334093432,1024.06105847458,7,0,3584.51073563542,NA,NA,NA,NA,NA,NA,NA,NA,-266.905972714324,-174.765342209662,174.532831085646,714.226879979904,198.338630773742,666.299092213618,-128.57735612394,2081.87608851387,-266.905972714324
"102",-19,-24,FALSE,1515,4356.1131285255,3455.07377701788,5117.79533968442,2552.22844208966,2781.64277359203,999.554331353135,6,0,3354.06769943527,NA,NA,NA,NA,NA,NA,NA,NA,-209.633939187304,-36.8607498090664,NA,NA,NA,NA,-39.3821672935017,NA,-209.633939187304
"103",-19,-24,TRUE,3841,4539.92683463524,3562.99740943704,4974.5466600907,2694.44146024766,2936.5371758563,949.070920072897,6.03540744597761,0,3490.22153842225,NA,NA,NA,NA,NA,NA,NA,NA,-245.877752078468,-204.351774983699,156.259586675481,621.184268725329,206.89833760145,567.380024270992,-165.00512865041,2082.90378434828,-245.877752078468
"104",-19,-23,FALSE,3294,4369.60492633142,3461.66825602962,4765.3124703643,2621.05909908074,2851.78914519662,906.730526411657,5.0194292653309,0,3404.12586135108,NA,NA,NA,NA,NA,NA,NA,NA,-268.886568677106,-165.828726036961,NA,NA,NA,NA,-141.318240406832,NA,-268.886568677106
"105",-19,-23,TRUE,2496,4118.56838455417,3178.2794895931,4141.09886477229,2428.90756123404,2559.23847203396,899.441856570513,5.41105769230769,0,3110.88405986269,NA,NA,NA,NA,NA,NA,NA,NA,-262.462372659461,-238.384535688119,237.696847117008,682.570824752119,234.759720128165,654.841396776775,-124.48902748584,1854.70347339065,-262.462372659461
"106",-19,-22,FALSE,5415,4329.56099994216,3435.66476583155,4748.49749282028,2537.7144136616,2785.13663893935,933.651289381348,4.10489381348107,0,3298.17480151625,NA,NA,NA,NA,NA,NA,NA,NA,-296.254452800032,-170.790375724746,NA,NA,NA,NA,-117.116664255299,NA,-296.254452800032
"107",-19,-22,TRUE,989,3931.50558176824,3029.20534182024,3808.0426508812,2366.37858747428,2410.87776857903,872.776634984833,4.04246713852376,0,3009.94269570307,NA,NA,NA,NA,NA,NA,NA,NA,-241.7804653102,-202.001208109408,364.66408546674,699.293782396981,334.696964583719,616.803386048986,-115.241978734597,1794.22483627804,-241.7804653102
"108",-19,-21,FALSE,7970,4431.63120497558,3504.17402863902,4835.61783608202,2596.71581485771,2851.44998360662,993.797335006273,3.10414052697616,0,3436.63315613219,NA,NA,NA,NA,NA,NA,NA,NA,-281.056457456344,-223.584381702468,NA,NA,NA,NA,-190.446712684955,NA,-281.056457456344
"109",-19,-20,FALSE,11778,4523.38250004009,3580.00509581594,4963.69899249839,2641.75369651133,2940.35704530759,990.038312956359,2.10154525386313,0,3506.8730089381,NA,NA,NA,NA,NA,NA,NA,NA,-250.317647062029,-207.043218360865,NA,NA,NA,NA,-184.873950755134,NA,-250.317647062029
"110",-19,-19,FALSE,5028,4445.36939558874,3468.48350345813,4606.67767881711,2612.0257458048,2825.86797397339,973.848885441527,1.37350835322196,0,3425.6841819192,NA,NA,NA,NA,NA,NA,NA,NA,-165.632336026528,-77.5939673788239,NA,NA,NA,NA,-75.1416901432838,NA,-165.632336026528
"111",-19,-18,FALSE,567,4552.89569722076,3667.38596489675,4717.26860286351,2505.2948751389,2846.5828860175,1016.83455731922,2,0,3301.47299397803,NA,NA,NA,NA,NA,NA,NA,NA,-127.43796929004,204.935918338712,NA,NA,NA,NA,281.764304691725,NA,-127.43796929004
"112",-18,-25,TRUE,66,4590.3456582613,3801.6541558981,4594.68134349271,2765.41217234959,3166.31806134009,714.505909090909,8,0,3621.89230288012,NA,NA,NA,NA,NA,NA,NA,NA,-29.4650007924775,-287.718209244467,146.672356800465,714.765778876419,140.354761098049,783.399010161973,-161.327669533783,1780.20577342573,-29.4650007924775
"113",-18,-24,FALSE,64,4437.70226541005,3523.11237240727,4477.71777824871,2467.49399221152,3015.72873006037,799.32428125,7,0,3198.84462295365,NA,NA,NA,NA,NA,NA,NA,NA,-583.488897505186,-151.289141314591,NA,NA,NA,NA,-42.0864920356238,NA,-583.488897505186
"114",-18,-24,TRUE,5620,4699.00717990004,3691.93986574881,5194.31268227521,2671.57548848514,3000.69125461455,1017.08540711744,7,0,3593.39590765999,NA,NA,NA,NA,NA,NA,NA,NA,-246.917419075431,-155.987034295983,148.497142572089,688.399013605925,197.481672139667,654.726383432864,-145.826117934173,2058.35819369254,-246.917419075431
"115",-18,-23,FALSE,1768,4308.36542687139,3371.16543260935,4569.91506450542,2552.76854381108,2763.51250082617,908.79276357466,6,0,3369.69118885115,NA,NA,NA,NA,NA,NA,NA,NA,-170.976924052318,-129.459308815755,NA,NA,NA,NA,-65.8630120171297,NA,-170.976924052318
"116",-18,-23,TRUE,4469,4559.69447832627,3625.70622751093,5200.48435061055,2716.46986406308,2985.10211160869,942.142660997986,6.03535466547326,0,3534.23282699352,NA,NA,NA,NA,NA,NA,NA,NA,-185.051528187348,-148.616943464255,203.641485834383,688.526404260734,261.842008466293,660.797960113172,-123.580328856538,2142.94726344823,-185.051528187348
"117",-18,-22,FALSE,3748,4362.5202882236,3444.7431405946,4760.56522059969,2596.27964164777,2836.31667107087,898.040917289221,5.01814300960512,0,3405.729421412,NA,NA,NA,NA,NA,NA,NA,NA,-253.442558917193,-179.526352327757,NA,NA,NA,NA,-169.558434947509,NA,-253.442558917193
"118",-18,-22,TRUE,2901,4098.09193469001,3160.5524733333,4185.10651355171,2422.06994911538,2542.59130376266,912.902104102034,5.39986211651155,0,3097.99893217804,NA,NA,NA,NA,NA,NA,NA,NA,-268.074052209666,-225.034506789173,209.217712803758,707.14786059445,221.08586377765,657.39019200928,-118.109734272681,1863.66505770081,-268.074052209666
"119",-18,-21,FALSE,6111,4315.77840896369,3403.87155549608,4650.1330923222,2541.32927363665,2773.90852365891,946.701790868925,4.10800196367207,0,3300.38653846242,NA,NA,NA,NA,NA,NA,NA,NA,-267.786005882689,-174.887751833314,NA,NA,NA,NA,-112.985297185875,NA,-267.786005882689
"120",-18,-21,TRUE,1132,3851.22515735262,3030.66324134803,3835.35525512284,2323.96493688102,2384.29939400464,881.44967844523,4.04240282685512,0,2926.08224217756,NA,NA,NA,NA,NA,NA,NA,NA,-258.916022783169,-123.620251570653,291.310388519794,690.483688902701,301.014651011307,625.683826474175,-85.2452416622025,1754.69024166197,-258.916022783169
"121",-18,-20,FALSE,8728,4455.98292247397,3509.98893839581,4739.02226358625,2606.18981877831,2857.7606045997,969.232705774519,3.10701191567369,0,3454.54390118709,NA,NA,NA,NA,NA,NA,NA,NA,-242.632221887658,-201.903485764949,NA,NA,NA,NA,-174.613863142899,NA,-242.632221887658
"122",-18,-19,FALSE,12952,4530.36813014025,3587.38649464057,4870.77835408471,2642.51381032834,2936.34992917008,974.270915688697,2.10176034589253,0,3500.47822386837,NA,NA,NA,NA,NA,NA,NA,NA,-235.270655896696,-185.582026164558,NA,NA,NA,NA,-179.149452645131,NA,-235.270655896696
"123",-18,-18,FALSE,5510,4404.02735574438,3448.49541520886,4583.1821592317,2610.90249667944,2829.27966529137,948.420247912885,1.37568058076225,0,3412.48293512651,NA,NA,NA,NA,NA,NA,NA,NA,-153.267149601937,-80.1800691894071,NA,NA,NA,NA,-63.4040850729042,NA,-153.267149601937
"124",-18,-17,FALSE,617,4573.61880509927,3634.29668834574,4809.47401018649,2505.5342582512,2860.4623790274,1087.97532901134,2,0,3341.49808282018,NA,NA,NA,NA,NA,NA,NA,NA,-43.5170796391283,203.865090109788,NA,NA,NA,NA,381.730445041658,NA,-43.5170796391283
"125",-17,-24,TRUE,72,4611.64296753718,3880.25909448594,4916.06042720075,2453.22596620777,3553.89920133914,865.346972222222,8,0,3561.20399344981,NA,NA,NA,NA,NA,NA,NA,NA,-360.670181704093,-390.179372771135,-194.677138488992,668.344842213672,-10.7364579153758,782.539166580544,23.7667302075119,2094.39264005791,-360.670181704093
"126",-17,-23,FALSE,78,4349.05803493716,3871.81678015991,4817.90918661555,2690.97976623044,3207.77016241069,861.389923076923,7,0,3470.81250122605,NA,NA,NA,NA,NA,NA,NA,NA,-288.625771889007,144.301201372312,NA,NA,NA,NA,110.635545192571,NA,-288.625771889007
"127",-17,-23,TRUE,6488,4718.4748827297,3699.55890826515,5171.79744215102,2672.33963882577,3020.89979166106,1036.91627928483,7,0,3591.01140306817,NA,NA,NA,NA,NA,NA,NA,NA,-211.334665772067,-121.281712863796,154.820705263375,698.295172946305,223.934739394848,701.335270162489,-98.8420233340302,2095.53769366252,-211.334665772067
"128",-17,-22,FALSE,2010,4360.11192115472,3419.529299903,4601.53362602346,2597.21325010909,2761.15636556934,941.022295522388,6,0,3396.45195032513,NA,NA,NA,NA,NA,NA,NA,NA,-118.629987239833,-62.8281447186451,NA,NA,NA,NA,-63.8659206202047,NA,-118.629987239833
"129",-17,-22,TRUE,5169,4595.45688231175,3634.47205094932,5010.95289568511,2727.38637718734,3014.58253966837,934.122116850454,6.03559682723931,0,3540.83054951356,NA,NA,NA,NA,NA,NA,NA,NA,-179.374418334407,-125.373683802321,192.499543392819,712.43828447032,253.753622728813,636.066185206496,-92.2837365263634,2161.17066700861,-179.374418334407
"130",-17,-21,FALSE,4238,4366.1097564588,3468.23420846962,4823.7525459443,2603.84801468477,2846.16444128286,948.530616328457,5.0193487494101,0,3407.47652933879,NA,NA,NA,NA,NA,NA,NA,NA,-232.677366545717,-138.028103138156,NA,NA,NA,NA,-151.763477283913,NA,-232.677366545717
"131",-17,-21,TRUE,3341,4134.26232652815,3191.51713237585,4190.13977350989,2454.40427146341,2565.75721018806,948.482279557019,5.38491469619874,0,3145.68820857306,NA,NA,NA,NA,NA,NA,NA,NA,-197.397499164534,-173.861651613508,257.628621890849,716.836314388912,292.731209405548,676.394146613287,-78.9754325998292,1877.9025697182,-197.397499164534
"132",-17,-20,FALSE,6786,4279.81380027897,3397.92959324226,4526.81763403916,2556.35614064478,2767.64160447022,929.644767757147,4.11258473327439,0,3318.76548155,NA,NA,NA,NA,NA,NA,NA,NA,-231.254663245419,-140.632796124761,NA,NA,NA,NA,-89.011105506312,NA,-231.254663245419
"133",-17,-20,TRUE,1269,3821.13008230202,3027.15786971738,3916.18934618447,2355.82637512907,2363.8472515676,892.03034357762,4.0441292356186,0,2947.52541000728,NA,NA,NA,NA,NA,NA,NA,NA,-178.410942191158,-80.5661277903349,294.937111975353,678.9950238186,320.803625585958,647.480407095415,-70.3927429450158,1754.80175558972,-178.410942191158
"134",-17,-19,FALSE,9625,4440.53861077922,3518.74067303151,4823.99061894143,2595.31132611969,2866.32086449444,956.825114805195,3.10825974025974,0,3427.46744652485,NA,NA,NA,NA,NA,NA,NA,NA,-245.834693566407,-166.667743660307,NA,NA,NA,NA,-145.287243897209,NA,-245.834693566407
"135",-17,-18,FALSE,14255,4543.86746363546,3593.74337129622,4962.96791821651,2643.91928716644,2953.2026224295,970.442793826727,2.10171869519467,0,3506.62766738992,NA,NA,NA,NA,NA,NA,NA,NA,-214.425592742305,-156.812367365628,NA,NA,NA,NA,-133.710057980565,NA,-214.425592742305
"136",-17,-17,FALSE,6022,4415.895504836,3473.50168986894,4571.09962491406,2623.75686271307,2842.18806395226,977.966686482896,1.37196944536699,0,3419.40865883613,NA,NA,NA,NA,NA,NA,NA,NA,-126.51909117998,-46.0749667238556,NA,NA,NA,NA,-47.1277157306549,NA,-126.51909117998
"137",-17,-16,FALSE,666,4568.78533421926,3637.34188196856,4705.92109085463,2499.06697921878,2887.20190431386,1060.18290690691,2,0,3314.89425531709,NA,NA,NA,NA,NA,NA,NA,NA,-27.9550420406927,223.080037046597,NA,NA,NA,NA,395.696176606094,NA,-27.9550420406927
"138",-16,-23,TRUE,78,4549.93526872012,3825.10850535861,4642.91537512818,2490.19788957444,3557.32421938684,793.361794871795,8,0,3543.08231503792,NA,NA,NA,NA,NA,NA,NA,NA,-391.299790482715,-450.608254272331,-152.716457424871,602.054722976627,60.90419193296,848.647589869088,-10.6868387134198,2210.23821935039,-391.299790482715
"139",-16,-22,FALSE,99,4163.47554044591,3441.14170113683,3906.72696885843,2574.94431086877,2895.99570640787,766.863636363636,7,0,3313.81539552274,NA,NA,NA,NA,NA,NA,NA,NA,-341.141201602202,-163.057226611296,NA,NA,NA,NA,-105.85170267612,NA,-341.141201602202
"140",-16,-22,TRUE,7436,4723.03082533957,3676.48296233859,4997.54476874979,2687.7854449398,3010.39377532837,1016.61980473373,7,0,3611.24617688206,NA,NA,NA,NA,NA,NA,NA,NA,-151.756405700686,-108.530987697173,179.875522312375,703.532559939726,243.811802544764,688.864907759484,-92.8414433958168,2102.53716595942,-151.756405700686
"141",-16,-21,FALSE,2359,4343.26687778692,3477.15077273939,4631.00063876319,2576.43995082605,2805.86134267156,919.013402289105,6,0,3367.36582485502,NA,NA,NA,NA,NA,NA,NA,NA,-129.296866361431,-21.5554783536352,NA,NA,NA,NA,-41.7281779585468,NA,-129.296866361431
"142",-16,-21,TRUE,5921,4560.59569759469,3608.00681175329,4942.71444391221,2700.90273741359,2997.43036065156,908.24145887519,6.03614254348928,0,3513.63588868727,NA,NA,NA,NA,NA,NA,NA,NA,-187.966786749053,-132.744608260728,153.566162891272,650.850788378038,222.251875828077,615.704717487111,-96.4050851343906,2142.74014595056,-187.966786749053
"143",-16,-20,FALSE,4761,4392.59232914226,3454.13351953475,4822.07058269944,2595.44280317206,2860.48926812404,935.225831127914,5.02100399075824,0,3418.96589928247,NA,NA,NA,NA,NA,NA,NA,NA,-199.11206557269,-133.744270757293,NA,NA,NA,NA,-128.489379069222,NA,-199.11206557269
"144",-16,-20,TRUE,3737,4115.20143212382,3211.7806387814,4266.31558582948,2440.8645202071,2582.4254675268,918.086834359111,5.37837837837838,0,3125.72083427146,NA,NA,NA,NA,NA,NA,NA,NA,-188.785018367856,-141.802651225104,237.090293375064,716.888631635937,278.122372662291,695.737270302988,-52.1752950352183,1890.71000461583,-188.785018367856
"145",-16,-19,FALSE,7647,4311.89234442964,3403.64506228275,4764.46440707977,2547.04523892597,2767.97955135294,944.050112462403,4.11272394403034,0,3317.6255313305,NA,NA,NA,NA,NA,NA,NA,NA,-210.347921549197,-119.708489500438,NA,NA,NA,NA,-81.7924470965582,NA,-210.347921549197
"146",-16,-19,TRUE,1411,3815.82789378811,3049.52477696946,3920.85384406495,2385.06923380775,2390.27412445955,849.970627923458,4.04252303330971,0,2946.80704275402,NA,NA,NA,NA,NA,NA,NA,NA,-213.460520063014,-88.9192493726166,200.976138800627,594.44743603508,274.474811682929,663.622744853132,-64.7304524061942,1770.10665919048,-213.460520063014
"147",-16,-18,FALSE,10850,4503.00184530591,3508.35933549121,4851.05125177578,2614.23786195461,2862.21225868503,1008.56399760369,3.10562211981567,0,3459.54158697081,NA,NA,NA,NA,NA,NA,NA,NA,-198.854026639458,-151.73256080273,NA,NA,NA,NA,-128.504799764035,NA,-198.854026639458
"148",-16,-17,FALSE,15686,4530.79049021905,3580.52861736781,4878.67921895791,2637.55942279842,2933.28816351976,969.368835267117,2.10021675379319,0,3487.48960966651,NA,NA,NA,NA,NA,NA,NA,NA,-211.864178786956,-151.51450766768,NA,NA,NA,NA,-126.862920263892,NA,-211.864178786956
"149",-16,-16,FALSE,6567,4403.9113877867,3468.82145569187,4715.15930115253,2603.25201369482,2852.87777415889,995.277606517435,1.36698644738846,0,3405.63324207618,NA,NA,NA,NA,NA,NA,NA,NA,-122.432888871077,-40.8522390712328,NA,NA,NA,NA,-21.2690011884645,NA,-122.432888871077
"150",-16,-15,FALSE,667,4605.30263591259,3706.15508978479,4984.94595162883,2543.39071156039,2917.36657955457,1088.6696071964,2,0,3393.73721078668,NA,NA,NA,NA,NA,NA,NA,NA,60.8027996355593,297.661702852613,NA,NA,NA,NA,431.626124175134,NA,60.8027996355593
"151",-15,-22,TRUE,108,5071.66380194692,4164.68078888414,6263.53070066359,2783.67864572241,3575.96284184252,796.138185185185,8,0,3937.99570711237,NA,NA,NA,NA,NA,NA,NA,NA,-213.186940051414,64.5619392569223,49.6753137692231,933.433604743754,274.701735872836,1015.12192028188,148.705996909767,2246.46192978106,-213.186940051414
"152",-15,-21,FALSE,134,4059.98090916172,3297.01610206732,4410.51519732425,2539.17396008476,2736.00282305716,878.131507462686,7,0,3198.23279251229,NA,NA,NA,NA,NA,NA,NA,NA,-309.176187345808,-151.590445600421,NA,NA,NA,NA,-126.23738182038,NA,-309.176187345808
"153",-15,-21,TRUE,8623,4695.66744806875,3671.15186824222,5174.56381757539,2681.94836316846,3006.25418059486,1013.79596613707,7,0,3585.15850855789,NA,NA,NA,NA,NA,NA,NA,NA,-162.263991737399,-99.6926989434794,152.420208295527,667.327337986062,224.066618624604,686.524941377177,-78.8970478810338,2101.20823590458,-162.263991737399
"154",-15,-20,FALSE,2701,4329.95054357621,3433.63658891571,4596.42124455682,2567.54499123172,2772.76184401312,920.430481303221,6,0,3353.66121689442,NA,NA,NA,NA,NA,NA,NA,NA,-137.76536788693,-97.2254142411814,NA,NA,NA,NA,-93.8321422486323,NA,-137.76536788693
"155",-15,-20,TRUE,6437,4579.97415732868,3636.04626709177,4938.70968109252,2712.7698708579,3013.17471934569,908.617922324064,6.03604163430169,0,3537.27868253281,NA,NA,NA,NA,NA,NA,NA,NA,-144.286743073107,-78.493510913756,173.346532258022,681.084749439785,255.658300316079,675.063743372069,-57.6033630264443,2178.04703910284,-144.286743073107
"156",-15,-19,FALSE,5316,4363.36314378703,3435.34320048177,4576.26392108024,2600.86416348094,2840.62584369302,937.842233634311,5.02106847253574,0,3407.11108161502,NA,NA,NA,NA,NA,NA,NA,NA,-198.746211720164,-147.034812204226,NA,NA,NA,NA,-137.647850079927,NA,-198.746211720164
"157",-15,-19,TRUE,4187,4135.05848246731,3260.53105348906,4237.80279586342,2451.31763830187,2602.64162709989,908.049698590876,5.37210413183664,0,3145.26997006289,NA,NA,NA,NA,NA,NA,NA,NA,-157.946776232549,-86.8290880043347,227.624839452536,700.690316764517,274.781043789035,737.390767281123,-39.7884052622798,1904.44642921861,-157.946776232549
"158",-15,-18,FALSE,8617,4290.64683379975,3369.24491075395,4462.89485983103,2546.88107515084,2735.22709020724,937.346724382035,4.1114076824881,0,3301.288621957,NA,NA,NA,NA,NA,NA,NA,NA,-197.411963253108,-133.298538247965,NA,NA,NA,NA,-92.6006255257047,NA,-197.411963253108
"159",-15,-18,TRUE,1484,3881.98428233143,3003.25564267148,3904.83650177952,2387.20900063469,2356.83502462824,892.726898921833,4.04312668463612,0,2962.19777347841,NA,NA,NA,NA,NA,NA,NA,NA,-188.686734253313,-134.218139846799,216.079651583653,530.604694705411,287.090512928649,623.655891245735,-105.667365894368,1737.66240551777,-188.686734253313
"160",-15,-17,FALSE,11865,4479.70985358952,3505.53745205538,4890.37871155182,2599.8374571556,2869.10567395326,974.867981289507,3.10535187526338,0,3438.27409059697,NA,NA,NA,NA,NA,NA,NA,NA,-196.56111879061,-118.803735950534,NA,NA,NA,NA,-90.9470404820324,NA,-196.56111879061
"161",-15,-16,FALSE,16847,4529.7543190053,3570.96038691531,4772.45516728176,2648.99432995701,2927.48556423562,966.631324390099,2.10067074256544,0,3506.49080523391,NA,NA,NA,NA,NA,NA,NA,NA,-173.429973233436,-150.088326459569,NA,NA,NA,NA,-120.904148381392,NA,-173.429973233436
"162",-15,-15,FALSE,6645,4392.89348208382,3447.34893085427,4639.68476930892,2589.02164084311,2834.90514997516,975.397567193378,1.36388261851016,0,3401.40232473541,NA,NA,NA,NA,NA,NA,NA,NA,-114.299669450723,-50.8272950690846,NA,NA,NA,NA,-31.1638823380749,NA,-114.299669450723
"163",-15,-14,FALSE,683,4619.01846634567,3630.9378449839,4881.98848734139,2535.75768696496,2911.09309280325,1078.29646266471,2,0,3434.33176739162,NA,NA,NA,NA,NA,NA,NA,NA,98.6030492975009,206.81390094852,NA,NA,NA,NA,414.98109915507,NA,98.6030492975009
"164",-14,-21,TRUE,122,5091.33059803591,3880.7352230374,6993.01381557281,2693.037874962,3402.35678484937,1070.28572131148,8,0,3801.29195709924,NA,NA,NA,NA,NA,NA,NA,NA,-196.069550808465,-74.5887790293614,-9.77185997866258,754.97955398032,195.227736712372,782.410352382957,120.239451965698,2088.74696826121,-196.069550808465
"165",-14,-20,FALSE,154,4309.03653945669,3399.66292925629,4747.10627918919,2571.95254936884,2828.35123896133,833.979415584415,7,0,3297.68131683603,NA,NA,NA,NA,NA,NA,NA,NA,-288.567975713539,-160.510687624156,NA,NA,NA,NA,-115.928265057219,NA,-288.567975713539
